,ctr_t1,ctr_t2,ctr_t3,ctr_s1,ctr_s2,ctr_s3,nik_t1,nik_t2,nik_t3,nik_s1,nik_s2,nik_s3,ikk_t1,ikk_t2,ikk_t3
Orm3,0.050563158,0.055637804,0.051139928,0.137582074,0.060080487,0.053861497,0.082617709,0.050718499,0.092735532,0.057321185,0.055796113,0.04131005,0.065550847,0.041263361,0.045546212
Orm1,0.019769675,0.006033604,0.002690702,0.011865681,0.003602979,0.009587008,0.014768277,0.001047644,0.031345377,0.006557704,0.00648297,0.021817404,0.011986427,0.003652879,0.009153782
Orm2,0.185777311,0.148529686,0.145129484,0.181473034,0.117358386,0.089540855,0.102415203,0.085861639,0.153355887,0.088713501,0.052791785,0.036678682,0.216205323,0.06716825,0.113013175
Akna,3.900286836,4.242186735,4.075912384,3.237949636,3.15032052,3.214302305,2.176397225,2.21217243,2.514942005,1.614601688,1.73267731,1.606281522,4.57298601,4.704580686,4.674450471
Atp6v1g1,0.858226769,0.806355771,0.70714462,0.563446396,0.52720223,0.545135554,0.967347258,1.257938677,0.869135643,0.946702587,1.230462526,1.177804987,0.786335541,1.092127217,0.779372779
Gm11213,0,0,0,0.003978091,0.001941325,0.000459163,0.00212195,0,0,0,0.000698619,0,0,0,0.002959296
Tnfsf15,0.000894734,0.002067517,0.000358561,0.011332028,0.003060834,0.008729985,0.027945763,0.021988331,0.019384195,0.012780431,0.010366998,0.010292103,0.005989889,0.000730171,0
Tnfsf8,0.027522231,0.027713948,0.034325732,0.376770379,0.319117103,0.316173261,0.00626036,0.013448769,0.007756259,0.039829211,0.042486435,0.036121603,0.036910002,0.024322777,0.021415095
Trim32,0.201417732,0.138027372,0.159424005,0.168898813,0.166742413,0.182178998,0.188562887,0.19360037,0.21897544,0.185870964,0.206332475,0.221921834,0.167311831,0.125472655,0.14585123
Tlr4,0.001204264,0.0035692,0.000944225,0.003423671,0.001959763,0.003289526,0.000621901,0.001066159,0.000274994,0.001093089,0.00073938,0.000979993,0.003084617,0.000192281,0.000481839
Tle1,0.011617616,0.01546214,0.014430144,0.008564103,0.003991111,0.005682207,0.004150682,0.009509357,0.012936497,0.009732529,0.008436342,0.009535678,0.018605922,0.012571298,0.012502564
Aldoart1,0.001965406,0,0.009451548,0.013893409,0,0.007483556,0.003458406,0.007360059,0.00860203,0.005758764,0.005693134,0.012261976,0.007017395,0.006415681,0.006028916
Gm11487,0.002661397,0,0,0.009406673,0.001606674,0.000950028,0,0,0,0,0,0.00544825,0,0,0.01530727
Rasef,0.000404624,0,0.000549906,0.002735919,0.001104525,0.000351673,0,0.00039528,0.000138594,0.00034794,7.64E-05,0.000576224,0.000706643,0.00021535,0.000431719
2310002L09Rik,0,0.001082762,0.000845006,0.003312336,0.002263008,0.002007179,0,0,0,0,0,0,0.000627383,0,0
Tyrp1,0.001069542,0,0,0.005130384,0.000922397,0.003054322,0,0,0.001203707,0.000167883,0.000663881,0.000178735,0.000409152,0,0
Lurap1l,0.001135648,0,0,0.000845038,0.000505168,0.000512069,0,0.001510855,0.000470881,0.000197024,0,0,0,0,0
Gm5860,0.000287728,0,0,0.001144093,0.000868501,0,0,0,0,0,0,0.000336583,0.000481556,0,0
Gm11266,0.000479179,0,0.000987579,0.00205658,0,0.000977433,0,0.000192261,0,0,0.000148717,0,0,0,0
Cer1,0.004747515,0.002742593,0.001902548,0.012585024,0,0.013557613,0.002088478,0,0.014544975,0.012171701,0.00945449,0.011107229,0.004237697,0,0
Psip1,1.000086087,0.948484766,1.025913028,0.896433616,0.933280392,0.888048632,1.122137512,1.013725527,1.106221056,0.864006492,0.800359767,0.993628828,1.490611634,1.318636268,1.636649762
Snapc3,0.07134386,0.070085129,0.080045547,0.105678687,0.084222861,0.092454791,0.064072005,0.076416698,0.077951099,0.069016971,0.05735565,0.047663085,0.115233876,0.096787737,0.113923378
Gm11413,0.00250322,0.000502986,0.001570157,0.001923391,0.000262814,0,0,0,0,0.000478343,0.001891566,0.000509261,0.002331557,0,0
Scarna8,1.098047005,1.138239038,0.838951147,2.212551881,1.486847806,0.761951667,1.110544371,0.835844313,0.673716241,0.902059757,1.516025111,2.352895443,1.346536303,2.060168169,3.022005709
Rraga,2.721910404,2.5208659,3.440199915,2.364026207,2.784822445,2.951666147,3.429901006,3.110644079,3.039351319,2.618286983,2.604693292,2.523155542,3.277309914,2.628113472,2.885115824
Haus6,0.115075099,0.128090175,0.131143111,0.103185583,0.111172113,0.120603112,0.171212197,0.140333929,0.137910431,0.09129412,0.086031297,0.103068411,0.206664087,0.160294629,0.231893458
Saxo1os,0,0,0,0,0.007166191,0.039548858,0.010443928,0,0.007793097,0.006521514,0.004298128,0,0.00264895,0.002421813,0
Plin2,0.042857555,0.066500117,0.061591389,0.0578735,0.067097366,0.077401201,0.175165279,0.145802524,0.14365402,0.125393589,0.119517993,0.108540131,0.106959667,0.115402337,0.097791106
Rps6,16.06955044,17.31845374,14.82714084,15.41275132,17.81388234,17.39222968,24.88982864,27.48053456,26.94702471,23.14463179,24.11041458,26.10067925,15.55826038,16.6618494,13.31053282
Mir491,0.078159182,0,0,0.442004264,0.150989971,0.089280562,0.412595895,0.087807221,0.041049687,0.068703388,0.067920414,0.036572058,0.12557873,0,0
Hacd4,0.00204235,0.002250783,7.56E-05,0.000444225,0.000758744,0.001435667,0.000497603,0.001058982,0.001650239,0.002830994,0.001365234,0.00176428,0.001177958,0.003538559,0.001156605
Ifna9,0,0,0,0.016584802,0,0.040199625,0.012385077,0,0.01232207,0,0,0.043912,0.012565178,0,0
Ifna12,0.005060243,0.015590685,0,0.143082936,0,0.014450681,0,0,0,0,0,0.063140717,0,0.008259082,0
Klhl9,1.354644299,1.722163755,1.982515409,1.666569984,1.85257532,1.788006887,2.217915462,2.078721315,1.938520833,2.126150956,1.88361174,1.782830865,2.00091584,1.954718387,2.15377034
Ifna2,0.005210612,0,0.012528796,0.009208422,0,0.022320141,0,0,0,0,0,0,0.020929788,0,0
Ifna13,0,0,0.110510408,0.087024649,0.007927434,0.009375004,0,0,0.008620936,0.007214275,0.007132058,0.019201447,0,0,0
Ifna1,0,0.049049116,0.022683715,0.033344181,0,0.013470401,0,0,0,0.025914436,0,0,0,0,0
Ifna11,0.018769116,0,0,0.058046808,0.005665418,0,0,0,0.043127246,0,0,0,0.037695535,0.017231645,0
Gm13271,0.048974059,0.02829184,0.047102797,0.250992403,0.011826173,0,0.051706007,0,0.04501259,0.032286838,0,0.097392256,0.006557238,0,0
Gm13286,0.015020535,0,0,0,0.012090445,0.007149095,0,0,0.032870327,0,0,0,0.026815073,0,0
Gm13283,0,0,0.006628358,0,0.002218923,0.002624104,0.004850751,0,0,0,0.021959231,0,0.00492129,0,0.005637428
Gm13288,0.002830185,0.002179961,0.004536743,0.023340927,0.012529519,0.00269408,0.002490052,0.01854735,0.004954769,0,0.002049528,0.002207156,0.005052524,0.008083758,0
Ifna6,0,0,0,0.133376725,0,0.080822404,0.037350786,0,0,0,0,0.005517889,0,0,0.007234699
Ifna5,0,0,0.068051146,0.083360453,0,0.0067352,0,0,0,0,0,0,0,0,0
Ifna4,0,0,0,0.033879115,0.081012444,0,0,0,0,0,0,0,0,0,0
Ifne,0,0,0,0.05724754,0,0.011563446,0.138940425,0,0.180766996,0.004449165,0,0.01894697,0,0,0.01242102
Mtap,0.11214029,0.103453914,0.114414472,0.120518053,0.115938728,0.128813004,0.153281815,0.122994028,0.157400712,0.110616206,0.102113923,0.11061134,0.134874298,0.129149144,0.141930779
Cdkn2b,0.015879123,0.001310459,0.012954263,0.024053385,0.023965398,0.008097583,0.770886825,1.008236557,0.681333029,1.059316114,1.315214844,0.857780992,0.113897603,0.083305065,0.103507626
Cdkn2a,0.013188273,0.011389628,0.008968738,0.001647962,0.0064337,0.000951064,0.110582978,0.102329369,0.079060766,0.113292681,0.16713409,0.136510556,0.039596841,0.036364637,0.028400398
Dmrta1,0.00350613,0.002025457,0.001686082,0.008674662,0.00592658,0.0180226,0.002313572,0.001969465,0,0.002504088,0.002665977,0,0.004224987,0.00042919,0.002151022
Zfp352,0.000390626,0,0,0.017948597,0.005659656,0.007808644,0,0,0,0.001716836,0,0.002284757,0.002615083,0.00095634,0
Tusc1,0.06261836,0.009043505,0.028230825,0.027665478,0.014175914,0.027940787,0.046484603,0.054959396,0.097634918,0.025801273,0.046763254,0.038914373,0.028820349,0.052698234,0.024010356
Plaa,0.314460171,0.318373348,0.380046346,0.319952403,0.319168146,0.345538338,0.583227756,0.607816375,0.651397682,0.572146883,0.568078576,0.610712731,0.435041562,0.362367551,0.448028564
Lrrc19,0,0.001151217,0.000239581,0.006691326,0.003127905,0.002560894,0.011308773,0.007276051,0.010204614,0.007663697,0.003463478,0.002797388,0.006403659,0.000975762,0.005501632
Eqtn,0.001744518,0,0,0.003303202,0.002708121,0.001423391,0.001480045,0.003324767,0.004253932,0.001506081,0.001353561,0.002478025,0.000333682,0.000762674,0
Mysm1,0.21397829,0.22128416,0.276659187,0.292572451,0.259625668,0.261041033,0.256590761,0.243081549,0.262334317,0.25922687,0.172739713,0.241611823,0.253425451,0.228498192,0.281068099
Jun,1.213234412,0.960474702,1.31770406,1.960813524,2.314848126,2.333053108,1.907127166,4.559504924,4.343929652,1.582267689,3.236538695,3.069254616,0.568943709,1.302461671,2.084519016
9530080O11Rik,0.012188935,0,0.000407056,0.008376985,0.004905605,0.003384139,0.006255704,0.018543346,0.004445628,0.00930061,0.013608031,0.02495245,0.015866682,0.010361555,0.006750928
Hook1,0.030804181,0.028835559,0.034116816,0.063627294,0.071595263,0.06236318,0.148827866,0.129742588,0.153714405,0.257520197,0.216882044,0.228371987,0.072896998,0.067891036,0.083221303
Cyp2j12,0.000803357,7.43E-05,0,0.001590095,0.000310389,0.005322475,0,0.000180505,8.44E-05,0,0,0.000902172,0,0.000157344,0.000197145
Cyp2j9,0,0,0.000837779,0.001436753,0.000981598,0,0,0,0,0.00038284,0.000630794,0.000543447,0.000466513,0.000568682,0.002850128
Cyp2j6,0.001074782,0,0.000516858,0.00240591,0.001816757,0.000818477,0,0,0.000376322,0.000314918,0.000778323,0,0.000959366,0,0.000329691
Cyp2j5,0.000341955,0.001053568,0.000730864,0.007386101,0.002477239,0.00162755,0.000401145,0.000746989,0.000897984,0.00116894,0,0.000533355,0.001119189,0.000558122,0
Tm2d1,0.09498955,0.060156288,0.075439166,0.053405355,0.060191692,0.061975801,0.074428832,0.081901442,0.088203122,0.062284809,0.064083981,0.070701353,0.084531262,0.080463895,0.092403816
Kank4,0.001652523,0,0,0.003944451,0.00093284,0.000796741,0.000283232,0.000542487,0.000225433,0.000424461,0.000139874,0.000602528,0.001379281,0.000735591,0
L1td1,0.000572205,0,0.001926194,0.013348175,0.006356052,0.004902185,0,0.005142706,0.003005255,0,0.007458699,0.007229107,0.014096917,0.004482839,0.004212594
Kank4os,0.001571406,0,0,0.007405487,0.002529737,0.006731264,0,0.001471152,0.00137552,0.00115108,0.001137961,0,0.01051994,0,0.002410157
Usp1,1.444126429,1.378229732,1.588942637,0.963348181,1.107178292,1.214798471,2.137038575,1.73340315,2.059376121,1.314480724,1.160863712,1.525959293,2.366917544,2.028488032,2.685692539
Angptl3,0.000354753,0,0.000426498,0.003134679,0.001284979,0,0.002106803,0,0.005822459,0.000389794,0.000385351,0,0.00142496,0.000868517,0.000272053
Foxd3,0.001156917,0,0,0.01226733,0,0.003303842,0,0,0,0,0,0,0,0,0
Itgb3bp,0.004096497,0.001870532,0.002673834,0.004739639,0.006555278,0.003292388,0.004273218,0.002870617,0.003070512,0.002857,0.001492157,0.001798217,0.005430145,0.005344879,0.0027841
Pgm2,0.113578745,0.116441197,0.130294243,0.135424828,0.120857658,0.163638999,0.450030447,0.47790969,0.47536331,0.414572415,0.433194564,0.389662559,0.137989275,0.154977239,0.135354804
Raver2,0.0135098,0.011585649,0.007713981,0.011966046,0.008681362,0.011187372,0.007106181,0.003893979,0.005884635,0.002692506,0.003327276,0.003319151,0.011828789,0.007262303,0.008209182
0610043K17Rik,2.96E-05,0,0.000142401,0.004186476,0.002216675,0.001014753,0,0.000249502,0.000233283,0.001301458,0.000128663,0.001316301,0.00015859,0.00036248,0.000454171
E130102H24Rik,0.010098443,0.007352152,0.006319835,0.011734626,0.016034333,0.015406823,0.00839797,0.00621644,0.01162469,0.003647968,0.006010656,0.019742438,0.012594917,0.004064101,0.001273033
Leprot,0.365084644,0.342730368,0.283916485,0.228867281,0.252244128,0.261057682,0.348526097,0.354003253,0.286131863,0.262526342,0.27207237,0.230887216,0.387902816,0.407202112,0.377431786
Lepr,0.000823493,0.000253719,0.000165006,0.001600843,0.000828565,0.000548723,0,0.000231286,0.000252294,0,5.96E-05,0.000256884,0.00047779,0.00020161,8.42E-05
C130073F10Rik,0.008914708,0,0.001714817,0,0.006027584,0.009164875,0,0,0.001872824,0,0,0.002502809,0.003819548,0,0
Gm12789,0,0,0.000942949,0.005544394,0.006628935,0.002239827,0,0.00440573,0.011328181,0.002585396,0,0.001835004,0.010501527,0,0
Gm12709,0,0,0.00057491,0.002112737,0.000288687,0.001365608,0.000315547,0,0.000313942,0.001050866,0.000259722,0.001678184,0.002561084,0.000439028,0.000366721
BB031773,0.005131061,0.002371331,0,0.019344716,0.002065066,0.000976861,0,0,0.003593153,0,0.001114724,0.007202741,0.003664044,0.005862267,0.00419723
Slc35d1,0.031920325,0.033844581,0.047488742,0.042908649,0.025012929,0.025785789,0.045752951,0.03426604,0.040365464,0.037893663,0.034378263,0.03822337,0.034935012,0.032604877,0.049838101
Oma1,0.032880787,0.055968108,0.047436655,0.038711631,0.035953646,0.049594332,0.028175374,0.028420096,0.022924246,0.022796598,0.019820308,0.015981417,0.042350583,0.050624061,0.047732043
4930456L15Rik,0.000450818,0,0,0.00045526,0.00077759,0.002023077,0,0,0.001183861,0,0.000419744,0.001205403,0.000344919,0,0
C8b,0.000246138,0,0.000676382,0.002734202,0.00016982,0.00040166,0.000556862,0,0,0,0,0.00041133,0.00018832,0.000602603,0.000107862
Prkaa2,0.000336013,0,8.08E-05,0.001840833,0,0.00100754,0,0.000283118,0.000176476,0.000147681,0.000510993,0.000746826,0.001034758,0.000616977,0
Plpp3,0.001996418,0.000164759,0.000428602,0.001260056,0.001248273,0.002036153,0.003434561,0.004005103,0.005757559,0.010928884,0.009410226,0.010133958,0.000620528,0.00017456,0.000820185
Bsnd,0.000304562,0,0,0.015070603,0.005883615,0.005218483,0.004019398,0,0,0.00066929,0.001323325,0.002850201,0,0.003728188,0
Pcsk9,0.007576833,0.005224237,0.003379204,0.006911025,0.013427202,0.008724749,0.008064008,0.015102156,0.006739306,0.007653834,0.003849678,0.005432366,0.006708644,0.001944738,0.00880949
Ttc4,0.222324445,0.245701129,0.238815116,0.243428108,0.227973233,0.210942647,0.203472152,0.204520481,0.199475555,0.19560438,0.142100136,0.209755182,0.278261215,0.218706327,0.299232783
Lexm,0.001582595,0.001651548,0.00061376,0.007217629,0.003328511,0.001020524,0.007006907,0.005591946,0.008848138,0.006843466,0.005323652,0.002269348,0.003144277,0.001499827,0.004698035
Ttc22,0.000454219,0.00087466,0.000364053,0.003478438,0.000548421,0.000648564,0,0,0,0,0.000986793,0.000531343,0.000608164,0,0
Pars2,0.243410023,0.230734928,0.162618661,0.192813085,0.358216003,0.277862974,0.217244369,0.243709839,0.286510062,0.20681122,0.175345558,0.203012239,0.184523848,0.192132437,0.186910707
Acot11,0.023063967,0.01875872,0.018610374,0.026727642,0.021966288,0.02051515,0.01585017,0.014304773,0.016353591,0.014662724,0.014592259,0.013320932,0.020547509,0.019874663,0.018761815
Fam151a,0.001399963,0,0,0.00098963,0.000901495,0,0,0.000524259,0,0,0.000608285,0.000436712,0,0.001827961,0
Mrpl37,0.309093794,0.304852489,0.284877136,0.306830154,0.274583399,0.267110877,0.319817169,0.33207022,0.302457232,0.222475256,0.224455501,0.251158066,0.353280359,0.453200894,0.292546369
Tmem59,0.574130688,0.557147433,0.408380653,0.400763182,0.343044831,0.331106119,0.2944114,0.330654532,0.284790153,0.319505111,0.391081883,0.338208188,0.45385354,0.516741954,0.38139204
Tceanc2,0.067811895,0.070126789,0.063193485,0.061399585,0.054150467,0.051401553,0.044825596,0.045850673,0.038159173,0.044088316,0.044884997,0.047497637,0.056046139,0.069833349,0.057047958
Cdcp2,0.004968295,0,0.000597308,0.003804749,0.000799824,0.004019962,0,0.000697698,0,0,0.000359788,0,0,0,0
Dio1,0.000513596,0,0.005145542,0.008773946,0.001240223,0.001466691,0.002711232,0.006731607,0.001798293,0.003009738,0.006694734,0.00360481,0.000458443,0.000209567,0.000262577
Lrrc42,0.090119461,0.095432493,0.140477226,0.105146851,0.092431295,0.097036139,0.216596872,0.304222042,0.205090545,0.532587679,0.712090523,0.396390027,0.129474249,0.134484131,0.149139104
Hspb11,0.011940146,0.022166989,0.014477593,0.015329894,0.018112951,0.027540542,0.03596002,0.06019124,0.043816872,0.059093885,0.077709141,0.063391012,0.014757145,0.032854978,0.034748305
Ndc1,0.018242668,0.009914932,0.016507269,0.014676438,0.016444329,0.018498466,0.03697161,0.022002884,0.024570811,0.020014143,0.014794435,0.021178251,0.038991821,0.026566887,0.028277048
Dmrtb1,0.003724397,0.000391191,0.000407056,0.004188493,0.0004088,0.002417242,0,0,0,0.000744049,0,0.001980353,0,0,0
Cpt2,0.151828689,0.15302758,0.14391968,0.145959355,0.09426297,0.10873763,0.127436012,0.137333536,0.102868885,0.119644694,0.101171314,0.110875003,0.131306433,0.165149038,0.145372125
Magoh,1.444243088,1.457639127,1.271899869,0.991196004,1.007744863,0.993051279,1.036277357,0.811260878,1.146073016,0.60895208,0.852565015,0.948479868,1.745986406,1.907376895,1.541981368
Podn,4.94E-05,0.001103262,0.00055421,0.000931048,0.000636098,0.000423141,0.000217275,0,0.000302638,7.24E-05,0.000822648,0.000462217,0.000132261,0.000443374,0.000656532
Scp2,0.140095002,0.115462926,0.120497147,0.086331962,0.094859793,0.097760274,0.072222228,0.072707435,0.075449293,0.059487925,0.061119644,0.067499235,0.119036619,0.127146922,0.106355659
Zyg11a,0.001036641,0.000171102,0.000356083,0.001962854,0.000268207,0.001797364,0.000586322,0,9.72E-05,0.000976314,8.04E-05,0,0.003469949,0.001268966,0
Echdc2,0.007365173,0.003135108,0.006990548,0.023291891,0.031826317,0.021032935,0.043228581,0.046270962,0.042499683,0.018101996,0.009053117,0.014510713,0.024912966,0.023014035,0.021700969
Coa7,0.068696119,0.058166166,0.084156499,0.090033021,0.064174962,0.095654415,0.060616662,0.043094644,0.060044929,0.072947059,0.032680841,0.053964588,0.085130606,0.077585467,0.064602276
Gpx7,0.008591326,0.001890715,0,0.015905966,0.001975827,0.014603866,0.039953747,0.01838447,0.02148675,0.00179808,0.012443119,0.006700054,0.01205087,0.019531121,0.02886394
Cc2d1b,0.73699744,0.675428188,0.704188305,0.78421946,0.806078227,0.614943161,0.667687438,0.671876293,0.819101014,0.527157069,0.620602189,0.621987979,0.796937398,0.823043107,0.741663795
Prpf38a,0.382718411,0.338220941,0.342139607,0.310401015,0.351438148,0.330826872,0.35582025,0.252492612,0.250930021,0.266275038,0.210122608,0.218500229,0.461431591,0.433063815,0.554599117
Orc1,0.020234733,0.018773235,0.028023943,0.01798049,0.014942937,0.020815575,0.023848558,0.010769161,0.020038544,0.017853452,0.003546492,0.010125454,0.05398208,0.034482269,0.057528639
Btf3l4,0.076540979,0.079268991,0.074285645,0.089521878,0.087206087,0.090810162,0.159050165,0.128202179,0.130832067,0.188692505,0.130912027,0.15530631,0.094470044,0.089265631,0.080896071
Txndc12,0.192173856,0.153815644,0.158409826,0.132740173,0.167815696,0.183675937,0.152879467,0.104656051,0.121707021,0.102384946,0.090926551,0.107631618,0.173411511,0.186041926,0.219619263
Kti12,1.632351388,1.760127594,1.773966791,1.837614414,1.363080733,1.979627933,1.653270992,1.249298937,1.365298991,1.189677827,1.18866978,1.046468237,2.088353461,1.870897602,1.951769994
Calr4,0.000936961,0.000309299,0.000965529,0.009698481,0.000323222,0.003057949,0.001413183,0.000375936,0.00210899,0,0.002326343,0.002192102,0.001433733,0,0
Ttc39a,0.002151054,0.001303756,0.002458895,0.001495647,0.001788211,0.001309127,0.050540102,0.056056768,0.036207454,0.17893013,0.196885998,0.149492351,0.001605296,0.000172664,0.000649022
Rnf11,0.063677271,0.057637926,0.064204539,0.058068013,0.069595642,0.068034916,0.322747621,0.416966158,0.303470594,0.445451517,0.424309211,0.462834284,0.078782783,0.061849674,0.076759104
