,nik_s1,nik_s2,nik_s3,ctr_s1,ctr_s2,ctr_s3,nik_t3,ikk_t2,ikk_t3,ctr_t1,ctr_t2,ctr_t3,nik_t1,nik_t2
BC049715,0.015148181,0.052493874,0.008807567,0.03017553,0,0.012597779,0.022111909,0.022715349,0.008752702,0.011216998,0.006525739,0.00706308,0.037983686,0.047106794
Eps8,0.004404727,0.005203621,0.001292155,0.005463034,0.006412635,0.003765116,0.004426595,0.004611545,0.002744895,0.005111413,0.00221789,0.001336982,0.003771801,0.004890355
Mgst1,0.00778786,0.007309176,0.001886698,0.008229775,0,0.004250314,0,0.000194637,0,0,0,0,0.006792301,0.007338838
Dera,0.041171098,0.04001427,0.063033388,0.046475039,0.048891935,0.070014507,0.064586296,0.071377235,0.089663559,0.066830037,0.070557466,0.073703458,0.067757491,0.069072245
Slc15a5,0.002141309,0.005181489,0.000579576,0.00038745,0.001917526,0.001295295,7.10E-05,0.000166085,0.000209442,0.000340674,0.000981536,0.000202079,0.002173472,0.004383602
Pik3c2g,0.001377663,0.001862865,0.000357208,0.000183167,0.003807341,0.000391904,8.95E-05,0.000117252,0.000132018,0.000248142,0.000350594,5.10E-05,0.001132542,0.001263144
Aebp2,1.256007046,1.397011377,1.278429123,1.066085749,1.589231854,0.970403845,1.467457135,0.766274898,0.837494006,0.812123163,0.731887183,0.871717996,1.476475703,1.644379083
Pde3a,0.003113173,0.002971545,0.000696802,0.000813171,0.001669404,0.000811935,0.000715047,9.92E-05,0.000169317,0.000310715,0.000106816,6.03E-05,0.00216255,0.001752418
Slco1a4,0.004203849,0.008194412,0.000855481,0.000183823,0,0.001179925,0.002020518,0.000252154,0.000463719,0.000359179,0,0,0.001512411,0.005347983
St8sia1,0.106463739,0.138479984,0.092156855,0.038033053,0.029836595,0.039430489,0.017941877,0.001880834,0.002517713,0.018116095,0.001102718,0.000926274,0.062461551,0.061208334
Sox5,0.001409822,0.00131832,0.000640805,0.000900253,0.000871716,0.000669977,0.000566468,0.000362415,0.000666493,0.000198848,0.000297474,0.000273556,0.00083437,0.000936302
Tuba3b,0.04598598,0.08883126,0.021137083,0.003260829,0,0.008721095,0.002389458,0.003354711,0.001762692,0.014017215,0,0.001360577,0.0256091,0.040055204
Kras,0.812637695,0.835289088,0.662034397,0.752372261,0.881611787,0.533021028,0.727755251,0.463933701,0.443424681,0.500629479,0.493326517,0.53290317,0.508746718,0.646040021
Itpr2,0.042450866,0.058379949,0.038975873,0.09448705,0.046051319,0.070927413,0.016680266,0.026675788,0.022629508,0.049744711,0.037394101,0.032387686,0.031216997,0.036186725
Ccdc91,0.016060025,0.018452988,0.019209626,0.019282454,0.007068935,0.018272676,0.016571897,0.015919072,0.012182117,0.010070387,0.009498356,0.009014033,0.015935925,0.013005028
Mrps35,0.117758928,0.092054092,0.162198268,0.103832291,0.085522687,0.1347343,0.207128616,0.159745857,0.160981493,0.117000129,0.108370273,0.135145668,0.169180566,0.176949934
Ppfibp1,0.032755106,0.038959407,0.031419458,0.034648073,0.025791179,0.046941679,0.042013785,0.04618995,0.044041983,0.026927668,0.036641439,0.03759329,0.044196994,0.042657483
E330012B07Rik,0.009385128,0.007581336,0.003760747,0.000332746,0.008233951,0.00355972,0,0.002053956,0.000239828,0.002860727,0,0.000138838,0.004728718,0.010325982
Far2,0.006141777,0.008527026,0.002701139,0.003029948,0.010053795,0.005230507,0.006206674,0.002361502,0.001637886,0.003686753,0.001163006,0.002241157,0.008601535,0.008191768
Tmtc1,0.002818856,0.00597439,0.000687778,0.001166578,0.003703755,0.001695405,0.002677425,0.00080011,0.000523527,0.000602112,0.000167282,0.000293889,0.002765821,0.004582169
Bicd1,0.004746673,0.003772872,0.001909116,0.002297259,0.001196773,0.001034783,0.006201915,0.00895604,0.001742904,0.001653733,0.00158255,0.002068405,0.005380843,0.008403151
Dennd5b,0.007325154,0.011715823,0.002730157,0.003654814,0.002642069,0.003163084,0.000240734,0.001380089,0.00103593,0.000930774,0.000208063,0.000719647,0.007863071,0.008389569
Amn1,0.041236235,0.037481529,0.027415038,0.041827189,0.037792723,0.02624722,0.039205966,0.021591743,0.020027061,0.022987742,0.024836746,0.030341187,0.042450268,0.04051496
Samd9l,0.271330169,0.293040513,0.183042581,0.648678729,0.865565906,0.62543843,0.261322337,0.595781358,0.49954414,0.502185858,0.484888385,0.664465111,0.308381936,0.389786422
Gm8579,0.000499134,0.002270204,0,0.000163694,0.01161193,0.005253587,0,0.000224542,0,0,0,0,0,0.00084664
Hepacam2,0.007250499,0.00448671,0.000602234,0.001811686,0.000373592,0.003391751,0.002157286,0.000621282,0.000163223,0.001946958,0,0,0.007283471,0.005270754
Calcr,0.003419886,0.009005299,0.001373576,0.00041321,0.002726683,0.002083959,0.000951626,0.000404863,0.000723283,0.000784318,0.001395725,4.93E-05,0.004326885,0.00389269
Bet1,0.133446543,0.200941226,0.189355257,0.108832277,0.114600192,0.14120097,0.152712192,0.195979604,0.198940517,0.132115481,0.155647554,0.139128971,0.171117242,0.219767374
Col1a2,0.040472591,0.035230772,0.004137781,0.01295565,0.012781832,0.010191152,0.00986589,0.000958269,0.014830684,0.005857092,0.001823381,0.001589921,0.024700706,0.028248461
Casd1,0.127479346,0.122832337,0.083822694,0.087016653,0.159119094,0.097786107,0.067060468,0.085495524,0.060740384,0.059605314,0.059210594,0.084519342,0.058272614,0.070942501
Peg10,0.028533482,0.097246306,0.00187813,0.009181139,0.043108131,0.021155058,0.041401355,0.002421916,0.002545132,0.008279717,0.000596379,0,0.039089662,0.029222039
Pon1,0.003301038,0.010724326,0,0.000180432,0.005357848,0.000772105,0.002115461,0,0,0,0,0,0.002429199,0.003266247
Pon2,0.1115377,0.114231183,0.092033072,0.194863245,0.241603754,0.188098457,0.137111385,0.112477824,0.118592231,0.116908858,0.109776912,0.12312286,0.13120501,0.123607939
Pdk4,0.031286057,0.027817622,0.001196748,0.01584065,0.005939153,0.009628603,0.004220964,0.00197536,0.003373268,0.000562758,0.001216045,0.001201726,0.018849304,0.027465001
Asb4,0.002865972,0.00614519,0.003999251,0,0.000620227,0.003217653,0.001652985,0.000257859,0.000270978,0,0,0.000549047,0.001827833,0.006198174
Dlx5,0.016615073,0.140344374,0.011592549,0.003269398,0,0.009326947,0.001597158,0.002242351,0.004712864,0.001703521,0.000920271,0,0.030974702,0.008454835
Dlx6os1,0.000415118,0.010069734,0.001930889,0.001815202,0.001048087,0.002815761,0.001862191,0.000871483,0.000784988,0.001276846,0,0,0.004887698,0.007862796
Sdhaf3,0.006951315,0.005101157,0.005991203,0.005042202,0.003362639,0.003443076,0.008097127,0.004230835,0.004291434,0.001215798,0.003397215,0.002909584,0.006419324,0.006242265
Tac1,0.004391229,0.01597804,0,0,0.049416044,0.011708924,0.016040405,0,0.003321525,0,0.001945762,0.000480713,0.01464928,0.01564181
Asns,0.089275194,0.055707138,0.053679197,0.026053774,0.140857995,0.061539945,0.220403845,0.259015771,0.268474843,0.130847359,0.16315503,0.196106897,0.221497144,0.183450654
Mios,0.1414537,0.172545177,0.120501231,0.186596558,0.261169996,0.171947255,0.195622438,0.158377252,0.151891931,0.126834378,0.106891163,0.130817386,0.124087607,0.138253253
A430035B10Rik,0.019650015,0.018385473,0.000342752,0.00541323,0.038272247,0.011030626,0.009822271,0.008486221,0.006688471,0.01188667,0.005877199,0.017639095,0.016581073,0.006999448
Ndufa4,0.305995406,0.238586334,0.464011454,0.283577424,0.722018744,0.353240659,0.426983796,0.431174065,0.59963614,0.410383024,0.449405865,0.447355825,0.287647733,0.251145903
Gm6578,0.01978557,0.017447112,0.004930231,0.009733167,0,0.009420879,0.001358521,0,0.004008697,0.004709223,0.009393242,0.002320659,0.009706661,0.023971884
Tmem106b,0.93363585,1.158787501,0.84891836,0.685551309,0.790916949,0.581708888,0.510941446,0.453956475,0.435171839,0.465913765,0.461591575,0.535774178,0.843814873,0.784404433
Vwde,0.00517928,0.011172668,0.003071603,0.001087086,0.005380086,0.003852322,0.000199148,0.000885387,0.000391761,0,0.00045899,0,0.005183473,0.002459852
Tmem168,0.547466459,0.505761456,0.362513594,0.243874045,0.392491989,0.307686941,0.463161694,0.337445267,0.331430038,0.298478625,0.312426819,0.34127021,0.712572822,0.602724333
2610001J05Rik,0.406022493,0.373737935,0.480342138,0.512901541,0.982408332,0.416802891,0.693862209,0.553882738,0.610498413,0.578179799,0.553887648,0.475343835,0.580975997,0.610585867
Gpr85,0.151724844,0.15166758,0.033364113,0.01445986,0.005612798,0.098274737,0.018698543,0.019251517,0.02513542,0.017284607,0.019393148,0.004258843,0.115787993,0.097884173
Ppp1r3a,0.004822547,0.011190973,0.001577228,0.001129699,0.002609126,0.001933685,0.005960279,0,0.001139929,0.002560541,0,0,0.003041881,0.008764383
Tfec,0,0.004261613,0.00028601,0.000215099,0.005441013,0.000613636,0.000210159,0.001032697,0.000206712,0,0.00048437,0.000239333,0.007293459,0.002410451
Tes,0.690309213,0.619855273,0.591982381,0.871385132,0.760005827,0.710505409,0.748285534,0.740335598,0.692446941,0.817748059,0.754040428,0.702285628,0.837387796,0.802408815
Cav2,0.104931379,0.043122174,0.123975398,0.015294567,0.054344564,0.01384489,0.076728233,0.049625491,0.04875833,0.040459221,0.017882809,0.01865403,0.108237045,0.133109545
Capza2,0.756899606,0.76799437,0.782925098,0.852068429,1.372353839,0.810224886,1.173790249,1.066577149,1.150594679,1.001543567,0.939838271,1.155866687,0.99581269,1.153752955
Wnt2,0.00888132,0.00554873,0.000744785,0,0.009979677,0.002157218,0.000656719,0.000307337,0.000242229,0.00052534,0,0,0.001675813,0.007822032
Lsm8,0.360950812,0.269322312,0.335556062,0.289434956,0.606238692,0.249797671,0.349831064,0.428250679,0.466914582,0.318734813,0.41906837,0.435844663,0.365835442,0.481054519
Tspan12,0.002630483,0.006266951,0.000191179,0.000690144,0.017647195,0.000922896,0.000337147,0.000315562,8.29E-05,0.00022475,0,0.000191975,0.002580992,0.002379665
Ing3,0.198327394,0.237124008,0.221836848,0.279030444,0.394597888,0.285872805,0.229395544,0.277936448,0.253200817,0.219461044,0.253039879,0.237998604,0.24284953,0.189171657
Fam3c,0.554310517,0.508228869,0.468341243,0.240758925,0.263754311,0.289784728,0.791081912,0.669517517,0.559806961,0.246617335,0.357094101,0.430012904,0.632727359,0.670536631
Wnt16,0.035923801,0.069127216,0.045489652,0.022656524,0.064287413,0.030539842,0.048478309,0.028281375,0.007838296,0.012041294,0.011861902,0.020797502,0.056261113,0.046286853
Aass,0.005380241,0.010335517,0.001071075,0.002378208,0.000759353,0.005580847,0.000224864,0.00015785,0.000165881,0.000299798,0.000453477,0,0.00275427,0.003471871
Fezf1,0.057863404,0.122538427,0.00934538,0.007028369,0.004637872,0.010526538,0.008240354,0.00771277,0,0.006591842,0,0,0.010513844,0.045439324
Rnf148,0.109076141,0.469998121,0.065088796,0.045185776,0.683309428,0.032226523,0.04414808,0.036156334,0.005427972,0.005886017,0.031797273,0,0.135188173,0.087639582
Rnf133,0.019799339,0,0.028060201,0.006493293,0.032135904,0.024312859,0,0,0.009360136,0.015224999,0,0.010837279,0.038853664,0.016791996
Ndufa5,0.582090084,0.526041257,0.571039782,0.43120803,0.420724914,0.6241523,0.8762565,0.912233817,1.027709726,0.670532704,0.825613733,0.942503275,0.664461874,0.731156436
Asb15,0.01911691,0.027306333,0.000964533,0.003316093,0.006838186,0.004988755,0.00364493,0.000355371,0.002763538,0.002834756,0.001575138,0.001124204,0.007130853,0.012729389
Lmod2,0.052047969,0.071260223,0.011753589,0.015240531,0.010056904,0.022826068,0.003573727,0.005435497,0.011424062,0.006194046,0,0,0.039213491,0.02680071
Hyal6,0.031462752,0.048457648,0.005589621,0.000764324,0.001260903,0.022894875,0.019602735,0.002621097,0.002203558,0,0.001290853,0,0.032585853,0.022236534
Hyal4,0.015451657,0.019601487,0.00417115,0.003136992,0.003582753,0.002065204,0.000707296,0.000827515,0.001043538,0.0001886,0,0.000805481,0.005053649,0.016224851
Hyal5,0.000418875,0.001632995,0.000730636,0.000549488,0,0.002057451,0.002818564,0.000942181,0.000594069,0,0.000928021,0.001375641,0.001232982,0.004085391
Spam1,0.016590304,0.059053612,0.000629091,0,0.041366707,0.001518431,0,0.000648988,0.002046017,0,0.002397129,0.002368903,0.032556345,0.012846873
Tmem229a,0.07861858,0.0501866,0.016840892,0.006332755,0.089546817,0.009678268,0,0,0.001304103,0.005656602,0.012223175,0.004529718,0.051426294,0.019886158
Gpr37,0.023183081,0.024919558,0.001372889,0.010512802,0.036234356,0.015062418,0.000275126,0.002317602,0.001894286,0.000146724,0.004755773,0.003133182,0.021342781,0.030342249
Pot1a,0.056677459,0.084517395,0.075897963,0.044368245,0.087527537,0.068112165,0.071495072,0.084452994,0.072939941,0.06011446,0.066753886,0.06359064,0.093857087,0.066025342
Mir592,0.444557035,0.288853012,0,0,1.282758154,0.051990445,0,0,0,0,0,0,0.508891938,0.314193989
Zfp800,0.069158754,0.070634948,0.081311087,0.071982914,0.108038652,0.062641515,0.092908027,0.054005663,0.06317732,0.049639898,0.046903647,0.067285817,0.070771452,0.093686371
Fscn3,0.052522891,0.054603191,0.013169619,0.008612574,0.014208139,0.013820609,0,0.005907025,0.005897171,0.000673138,0.000727281,0.00287487,0.023834808,0.050670088
Arf5,2.066320967,2.06857865,2.351526301,2.652381263,3.136286778,2.199487982,3.675991386,3.523709795,3.316217241,3.78419027,3.799857665,3.547847426,2.811818486,2.76152046
Gcc1,0.612982708,0.598935546,0.600172434,0.760882539,0.451781164,0.8497014,0.615369047,0.709687103,0.541574608,0.719494463,0.748859893,0.76441472,0.626983238,0.633660307
Lrrc4,0.493870277,0.396323911,0.302021987,0.689167448,0.783493777,0.526031125,0.351801576,0.285019929,0.211152625,0.527540952,0.274633439,0.281092477,0.557941037,0.48894321
Lep,0.048954004,0.053464666,0.0027252,0,0.029303012,0.002192597,0.001001235,0,0.000984809,0.011213081,0.004038333,0,0.008175826,0.028709482
Impdh1,0.375938257,0.283721796,0.381997186,0.689374511,0.493263226,0.59494483,0.644214941,0.842791409,0.833744511,1.07690993,0.869247535,0.807446988,0.50992782,0.53164676
Rbm28,0.296321283,0.265267056,0.292647254,0.302237881,0.213633059,0.322370625,0.434693847,0.393115371,0.405161426,0.323440738,0.315604373,0.367142798,0.345324355,0.351342759
Fam71f1,0.018962148,0.027927021,0.000367504,0.000552776,0.000911913,0.003548163,0.00972147,0.002085201,0.000996039,0.000864073,0.001400361,0.003459679,0.033489706,0.032878689
Fam71f2,0.007697957,0.024175288,0.00727318,0.029032717,0.018741596,0.017105081,0.005549865,0.012986346,0.01273723,0.014469791,0.018476142,0.00948042,0.010070836,0.027202943
Hilpda,0.199517317,0.206170179,0.123691894,0.397326358,0.81413309,0.495903454,0.799510684,2.101142434,1.38868956,1.115235038,1.97183817,1.610473082,0.231142536,0.460747063
Opn1sw,0.059083356,0.07599591,0.027079026,0.019772128,0.069150211,0.028767047,0.04230655,0.023324789,0.017956062,0.016998754,0.005008919,0.018479774,0.073352016,0.046529898
Atp6v1f,2.150415425,1.96110009,1.932062438,1.76435095,2.59397105,1.950004412,2.167429838,2.235877931,1.944188966,1.770356896,2.146739103,1.918090726,2.501984836,1.679178581
Ccdc136,0.032915127,0.047291844,0.008591774,0.012923211,0.03661918,0.019518019,0.011363786,0.015745785,0.008985712,0.011764073,0.007959991,0.006470635,0.030248937,0.043839307
Flnc,0.022112939,0.080073267,0.006934149,0.003096381,0.007527713,0.018829011,0.0140914,0.00268255,0.001057135,0.002420056,0.000825698,0.003399899,0.012676843,0.024865094
Irf5,0.585006385,0.348586307,0.553132282,0.240814222,0.170114579,0.194772363,0.632306797,0.316898516,0.226498314,0.333142091,0.266142358,0.205810562,0.644948975,0.618405978
Tnpo3,0.195689808,0.172790658,0.212438133,0.178886233,0.142316111,0.208356257,0.275829929,0.221844639,0.23877922,0.161355316,0.179867328,0.192914184,0.249307332,0.232003378
Tspan33,0.016658559,0.023546897,0.00866619,0.002108626,0.010119548,0.011073978,0.00730435,0.000788849,0.002486947,0.002846633,0.00129499,0.000799838,0.007742436,0.009666713
Strip2,0.023504117,0.048090269,0.020935052,0.005029525,0.004870092,0.011813906,0.022433577,0.004349437,0.002994607,0.005981887,0.003139189,0.004927063,0.037128036,0.030395894
Zc3hc1,0.084838991,0.115124021,0.114762429,0.082334481,0.068694096,0.125136481,0.187239557,0.14059077,0.141058793,0.114499726,0.099894572,0.088767508,0.133924675,0.141702777
Ssmem1,0.032126359,0.035530641,0.004471072,0.001793362,0.002958504,0.006235256,0.000657066,0.004304987,0.000646287,0.01401648,0,0.003741392,0.016766984,0.0144929
Tmem209,0.13771706,0.162722441,0.134844726,0.103841561,0.164795457,0.120834517,0.147512891,0.180759315,0.188533059,0.15781117,0.177427353,0.176478353,0.160561525,0.205134496
Cpa5,0.023668546,0.020059237,0.002542893,0.001574943,0.001855842,0.007220895,0.005605535,0.000617252,0.003081112,0.000527544,0.001519939,0,0.018511281,0.005527487
Cpa2,0.020504574,0.010496864,0.005690008,0.005705703,0.001008502,0.004141977,0.010153866,0.000559045,0.003671794,0.004300173,0.001720761,0.004761397,0.011278721,0.007377623
Cpa4,0.035786379,0.036896318,0.005158805,0.00659562,0.051203652,0.001660235,0.002558707,0.000665246,0.000838909,0.000151617,0.001638121,0.002266366,0.019442786,0.025083262
Cpa1,0.045135631,0.031583017,0.019682318,0.010627406,0.018784288,0.019490072,0.004450006,0.003123823,0,0.002373178,0,0.006968144,0.051099744,0.073615253
Mest,0.022835307,0.030416562,0.014936706,0.006178387,0.030268542,0.021631564,0.024146,0.023242114,0.061803604,0.008926106,0.062291213,0.041871759,0.021005326,0.03171318
Mir29b-1,0.300757402,0.48854632,0.190169584,0.858123731,0.504424982,0.6014624,0.477030269,0.3044241,0.348348439,0.562761671,0.658001868,0.567943283,0.07377473,0.318843795
Mir29a,0.646628414,1.890674259,1.05740846,5.195593971,9.79560772,4.253763683,1.398566016,1.381747167,1.757737788,1.781757415,3.223376239,1.813920304,0.951694014,1.919439643
Podxl,0.023819481,0.023267164,0.007668235,0.024536138,0.017297948,0.012339172,0.009681268,0.001366406,0.010882783,0.008113281,0.001239618,0.004725082,0.010352405,0.014913869
1700012A03Rik,0.039352213,0.029830832,0.003217564,0.005377399,0.01774216,0.000575275,0,0,0,0,0.003632717,0,0.010457372,0.017382793
Plxna4os1,0.018950922,0.045149316,0,0,0.041011806,0.028811756,0,0.004973101,0.004479523,0,0.000874707,0,0.044936411,0.012054334
Slc35b4,0.468459562,0.315484159,0.452477431,0.23020479,0.251665345,0.26646308,0.389525138,0.246742754,0.300669911,0.225402415,0.239880355,0.275608089,0.548457854,0.447635084
Akr1b10,0.159206792,0.127038158,0.122286123,0.129340867,0.080392759,0.095643146,0.16002162,0.112332246,0.129931153,0.136886289,0.117884149,0.152270447,0.134287043,0.16155587
Akr1b8,0.076360302,0.091498647,0.155248742,0.005854149,0.016632486,0.013917275,0.088655469,0.049742999,0.039849906,0.018301839,0.026914524,0.035825346,0.133305717,0.150129751
Akr1b7,0.009212765,0.020523556,0,0,0.010680751,0.005079277,0.003162843,0.001776206,0.003733143,0.004385515,0.000364482,0.00072038,0.011622131,0.01395255
Bpgm,0.069177168,0.078266426,0.068453896,0.089161506,0.038997034,0.047353082,0.081611157,0.082914771,0.070552657,0.087542062,0.059483077,0.065137547,0.093269703,0.07938882
Agbl3,0.003330184,0.009240021,0.005887277,0.001357809,0.009933795,0.004357756,0.003201208,0.001538616,0.000978646,0.003229831,0.003489621,0.001379412,0.004062334,0.009618086
